iteration,Mean reward,Metrics/success_rate,Episode_Reward/reaching_object,Episode_Reward/lifting_object,Episode_Reward/lift_progress
33,3.8225910663604736,0.0,0.710341215133667,0.0012261904776096344,0.057597123086452484
34,3.9587814807891846,0.0,0.7178300619125366,0.0022303920704871416,0.058937981724739075
35,3.905303716659546,0.0,0.7263044118881226,0.001841195160523057,0.06059709191322327
36,3.9363818168640137,0.0,0.7264633178710938,0.002715884707868099,0.06522645801305771
37,3.9392099380493164,0.0,0.7282681465148926,0.0025929796975106,0.06229519098997116
38,4.056368350982666,0.0,0.7228185534477234,0.005021648481488228,0.06320129334926605
39,3.929487943649292,0.0,0.7274962663650513,0.0029678454156965017,0.06388982385396957
40,4.063178062438965,0.0,0.7356337308883667,0.009701427072286606,0.06756918877363205
41,4.035093307495117,0.0,0.7387169599533081,0.0053003388457000256,0.0652523934841156
42,4.033322334289551,0.0,0.7329087257385254,0.012869548052549362,0.06757929176092148
43,4.139519691467285,0.0,0.7340854406356812,0.01188713125884533,0.06666695326566696
44,3.9397847652435303,0.0,0.7366940379142761,0.0033381578978151083,0.06362249702215195
45,4.224494457244873,0.0,0.7331692576408386,0.017525289207696915,0.06783372163772583
46,4.185177326202393,0.0,0.7345938682556152,0.02002965472638607,0.06750258058309555
47,4.110621929168701,0.0,0.7284836769104004,0.016109691932797432,0.06688223779201508
48,4.039150238037109,0.0,0.7366690635681152,0.01423381082713604,0.06513949483633041
49,4.273548603057861,0.0,0.7323727011680603,0.022483736276626587,0.0669417679309845
50,4.011372089385986,0.0,0.7251924276351929,0.031041111797094345,0.06775437295436859
51,4.227792263031006,0.0,0.7254414558410645,0.061788409948349,0.07627152651548386
52,4.52829647064209,0.0,0.7250406742095947,0.06069348379969597,0.07455700635910034
53,4.146448612213135,0.0,0.7364498376846313,0.03061467781662941,0.07138342410326004
54,4.356367588043213,0.0,0.7319463491439819,0.05828281491994858,0.0767347514629364
55,4.812039375305176,0.0027777780778706074,0.729508638381958,0.09282740205526352,0.08875797688961029
56,4.757457733154297,0.0,0.738834798336029,0.11060942709445953,0.09138878434896469
57,4.859766006469727,0.006481481716036797,0.7360787391662598,0.1111702173948288,0.0959939956665039
58,4.974752902984619,0.0018939394503831863,0.732351541519165,0.16325438022613525,0.11036738008260727
59,4.821953773498535,0.012263931334018707,0.7360504865646362,0.15419141948223114,0.1074802428483963
60,5.471921920776367,0.02117731422185898,0.7310037016868591,0.19345292448997498,0.12212514877319336
61,5.975492477416992,0.028293689712882042,0.7382125854492188,0.24710381031036377,0.13792525231838226
62,6.378904342651367,0.027263745665550232,0.7406891584396362,0.33373579382896423,0.16804397106170654
63,6.382745742797852,0.04165671765804291,0.7362312078475952,0.37438902258872986,0.17583835124969482
64,8.095428466796875,0.07693860679864883,0.7335782051086426,0.4738248288631439,0.2087729573249817
65,6.955286502838135,0.0797489807009697,0.7164074778556824,0.5339248180389404,0.23256930708885193
66,7.7550249099731445,0.09645707905292511,0.7445857524871826,0.5738023519515991,0.24770675599575043
67,10.656771659851074,0.13019190728664398,0.7433533668518066,0.8243274092674255,0.32874596118927
68,10.839412689208984,0.1585777997970581,0.7456835508346558,1.074768304824829,0.40494054555892944
69,9.26229190826416,0.20293903350830078,0.7327553629875183,1.144711971282959,0.42831331491470337
70,12.598172187805176,0.22939054667949677,0.7450801730155945,1.5569881200790405,0.5706064701080322
71,16.397619247436523,0.23637013137340546,0.7424476146697998,1.5882333517074585,0.5761379599571228
72,21.150165557861328,0.28095489740371704,0.7485553026199341,2.001209020614624,0.7120274305343628
73,18.296981811523438,0.2690800130367279,0.7446755170822144,1.999847412109375,0.7115272879600525
74,20.063804626464844,0.3299279510974884,0.7352341413497925,2.586916923522949,0.9025285243988037
75,17.03500747680664,0.3088819980621338,0.7392560243606567,2.456803798675537,0.860204815864563
76,23.63469886779785,0.34080880880355835,0.7543293237686157,2.866666316986084,0.9959532022476196
77,27.03844451904297,0.4313398599624634,0.7575699687004089,4.043747901916504,1.3789924383163452
78,33.70539093017578,0.4358348846435547,0.7575645446777344,4.228583812713623,1.4393376111984253
79,39.08834457397461,0.4675697088241577,0.7716888189315796,4.730655193328857,1.6084150075912476
80,40.595703125,0.49699756503105164,0.7752682566642761,4.914303302764893,1.6712770462036133
81,37.173099517822266,0.5056361556053162,0.7729926109313965,5.112971305847168,1.7344187498092651
82,43.0316276550293,0.5495297312736511,0.7687344551086426,5.442152976989746,1.8436769247055054
83,38.81441116333008,0.5279017686843872,0.7794078588485718,5.173696994781494,1.7597556114196777
84,47.25601577758789,0.5802712440490723,0.7804751396179199,6.055934906005859,2.047794818878174
85,46.58910369873047,0.5985231995582581,0.7812557220458984,6.24448299407959,2.104952573776245
86,42.20440673828125,0.5664304494857788,0.7804132699966431,6.09004545211792,2.0582022666931152
87,42.915428161621094,0.5796076059341431,0.7866253852844238,6.25518798828125,2.116037368774414
88,52.792381286621094,0.6200273036956787,0.7854442596435547,6.875794887542725,2.319188117980957
89,48.78708267211914,0.614027202129364,0.7939090728759766,6.686975479125977,2.259660243988037
90,48.4323616027832,0.6060136556625366,0.8099887371063232,6.65976619720459,2.250967502593994
91,49.0222282409668,0.6573567390441895,0.797636866569519,6.926127910614014,2.3344528675079346
92,52.06486129760742,0.6702653765678406,0.8139922022819519,7.331881999969482,2.473635673522949
93,56.64851379394531,0.6641953587532043,0.80463045835495,7.230477809906006,2.4382734298706055
94,57.2236328125,0.7195219993591309,0.8068060278892517,7.771136283874512,2.6151294708251953
95,53.76694107055664,0.6954311728477478,0.8087148666381836,7.341601371765137,2.473419666290283
96,64.38166809082031,0.7894169092178345,0.8228514194488525,8.549505233764648,2.8682541847229004
97,63.63720703125,0.7827290296554565,0.8222273588180542,8.490351676940918,2.849911689758301
98,65.7829818725586,0.7727656364440918,0.8314375281333923,8.37229061126709,2.8116893768310547
99,65.75518035888672,0.7969297170639038,0.8256769180297852,8.649765014648438,2.90411376953125
100,60.757423400878906,0.7890183329582214,0.824262797832489,8.730424880981445,2.9296793937683105
101,59.34214782714844,0.8035277128219604,0.8327510356903076,8.855460166931152,2.971397876739502
102,64.39032745361328,0.826673686504364,0.8267385363578796,8.980956077575684,3.0084521770477295
103,66.87866973876953,0.8566729426383972,0.8322156667709351,9.647977828979492,3.2275304794311523
104,65.4966812133789,0.844035804271698,0.8295111656188965,9.463006019592285,3.1675071716308594
105,66.04157257080078,0.816737174987793,0.8217740058898926,9.187093734741211,3.0778045654296875
106,65.04127502441406,0.8484203815460205,0.8404747843742371,9.635676383972168,3.225994825363159
107,67.07238006591797,0.819071888923645,0.8249136805534363,9.120918273925781,3.0566325187683105
108,64.75308990478516,0.8256392478942871,0.8366314172744751,9.2896146774292,3.1160430908203125
109,69.29185485839844,0.8767148852348328,0.8397917747497559,10.050725936889648,3.361063003540039
110,72.09208679199219,0.8704912066459656,0.8482334017753601,10.116915702819824,3.3839664459228516
111,71.32537078857422,0.8736021518707275,0.84721440076828,10.087499618530273,3.374352216720581
112,66.1637191772461,0.8353184461593628,0.8269414305686951,9.429664611816406,3.1566569805145264
113,73.27056884765625,0.8640896677970886,0.8435274362564087,9.977985382080078,3.337609052658081
114,68.09098815917969,0.8285740613937378,0.8324087858200073,9.281883239746094,3.1114614009857178
115,73.65750122070312,0.8712549209594727,0.8476497530937195,9.934232711791992,3.324946880340576
116,71.56549835205078,0.8505977392196655,0.8410134315490723,9.765715599060059,3.2696495056152344
117,69.87879180908203,0.890509307384491,0.8551672697067261,10.426679611206055,3.48586368560791
118,76.0561752319336,0.9125558137893677,0.8472408056259155,10.406126976013184,3.477529287338257
119,76.48785400390625,0.9026872515678406,0.8573278188705444,10.426694869995117,3.4855544567108154
120,79.40970611572266,0.9144670367240906,0.8613995313644409,10.58210563659668,3.5368638038635254
121,78.72187042236328,0.9484949111938477,0.8591890335083008,10.907392501831055,3.641064405441284
122,78.62242126464844,0.9485321044921875,0.865151047706604,11.260282516479492,3.757423162460327
123,78.80689239501953,0.9433457255363464,0.8593367338180542,10.852331161499023,3.6252646446228027
124,80.96574401855469,0.9679733514785767,0.8754242658615112,11.454866409301758,3.821605682373047
125,79.37659454345703,0.9448570013046265,0.8685042262077332,11.078951835632324,3.6968772411346436
126,79.31785583496094,0.9587938189506531,0.8686615824699402,11.140106201171875,3.7184665203094482
127,81.6382827758789,0.9824546575546265,0.8750395178794861,11.47530746459961,3.8261537551879883
128,80.49970245361328,0.9769963026046753,0.876777172088623,11.426448822021484,3.814343214035034
129,78.89451599121094,0.9573028087615967,0.872779130935669,11.428893089294434,3.81085467338562
130,82.18045806884766,0.9592283964157104,0.8734375834465027,11.446928024291992,3.818681478500366
131,83.55950927734375,0.9667280912399292,0.8798596858978271,11.718555450439453,3.9070498943328857
132,79.47560119628906,0.9592790603637695,0.8786368370056152,11.554277420043945,3.8534083366394043
133,81.3306884765625,0.9571723937988281,0.8763926029205322,11.608068466186523,3.871168851852417
134,79.96080017089844,0.9625281095504761,0.8766412734985352,11.608428955078125,3.870616912841797
135,79.8743667602539,0.9625539779663086,0.8803963661193848,11.693632125854492,3.8994719982147217
136,81.55158233642578,0.9596246480941772,0.8748416900634766,11.595782279968262,3.867064952850342
137,82.56532287597656,0.9739994406700134,0.8857927322387695,11.883541107177734,3.9625155925750732
138,82.69120025634766,0.9686123728752136,0.8771747350692749,11.737083435058594,3.9130859375
139,81.97151947021484,0.9575046896934509,0.8826085925102234,11.746868133544922,3.9183337688446045
140,85.898681640625,0.9643449783325195,0.8837651014328003,11.79346752166748,3.9330554008483887
141,82.052490234375,0.9670771360397339,0.8857209086418152,11.98438835144043,3.996006727218628
142,85.46928405761719,0.984581708908081,0.8855723738670349,12.119857788085938,4.039490699768066
143,85.17195892333984,0.9736998081207275,0.8817787170410156,11.9660062789917,3.990903854370117
144,85.2347412109375,0.9648885726928711,0.8835875988006592,12.052519798278809,4.019065856933594
145,84.92414855957031,0.9710344076156616,0.8822698593139648,11.975582122802734,3.9923720359802246
146,88.02348327636719,0.9796025156974792,0.8913456797599792,12.319149017333984,4.10543155670166
147,86.57501983642578,0.9820748567581177,0.8902655839920044,12.253623008728027,4.084046363830566
148,86.68862915039062,0.993799090385437,0.8935112953186035,12.419548034667969,4.137531757354736
149,87.56232452392578,0.9827808141708374,0.8916765451431274,12.401994705200195,4.13236665725708
150,87.17235565185547,0.992751955986023,0.8943163752555847,12.485692977905273,4.160119533538818
151,89.81099700927734,0.9900650382041931,0.8911513090133667,12.463668823242188,4.153762340545654
152,88.60098266601562,0.9910941123962402,0.8943660259246826,12.51203441619873,4.1689887046813965
153,86.15091705322266,0.9870375394821167,0.8946703672409058,12.450541496276855,4.1493377685546875
154,85.82411193847656,0.9947712421417236,0.8952376842498779,12.437139511108398,4.14537239074707
155,89.70780944824219,0.9978070259094238,0.8948583006858826,12.553595542907715,4.182167053222656
156,86.59175872802734,0.986542820930481,0.8953499794006348,12.443395614624023,4.145279884338379
157,90.0539321899414,0.9901416301727295,0.897774338722229,12.639719009399414,4.210330009460449
158,88.48751068115234,0.9922618865966797,0.8969820737838745,12.573145866394043,4.189230442047119
159,89.9941177368164,0.9984568357467651,0.8943493366241455,12.686217308044434,4.226038932800293
160,90.03105163574219,0.9934210777282715,0.8998277187347412,12.529901504516602,4.17659330368042
161,88.3624496459961,0.9950293302536011,0.8988037109375,12.668970108032227,4.220302581787109
162,88.87165069580078,0.9941375255584717,0.8995928764343262,12.678962707519531,4.22273063659668
163,89.7153091430664,0.9894208908081055,0.8964636325836182,12.706226348876953,4.232640743255615
164,91.2396469116211,0.9951388835906982,0.9007081389427185,12.69308090209961,4.230015754699707
165,89.75537109375,1.0,0.9030451774597168,12.79481029510498,4.2619242668151855
166,87.78431701660156,0.9951299428939819,0.8952710032463074,12.610224723815918,4.201075077056885
167,88.63359832763672,0.99558424949646,0.8980013728141785,12.761519432067871,4.250877380371094
168,87.48175811767578,0.9928773641586304,0.8971423506736755,12.626959800720215,4.206463813781738
169,89.64730072021484,0.9924938678741455,0.9029838442802429,12.709653854370117,4.234870433807373
170,89.47197723388672,1.0,0.8993016481399536,12.760766983032227,4.250993251800537
171,89.20940399169922,0.9976851940155029,0.8984052538871765,12.71278190612793,4.234918117523193
172,91.04346466064453,0.9958333373069763,0.8975704908370972,12.757728576660156,4.249636650085449
173,90.97086334228516,0.9963768720626831,0.89802086353302,12.784754753112793,4.258728504180908
174,90.4365005493164,0.9951388835906982,0.9035083055496216,12.823896408081055,4.272006034851074
175,88.92787170410156,0.9895398616790771,0.8951376676559448,12.665114402770996,4.2188005447387695
176,89.89823150634766,0.9973958730697632,0.8989576697349548,12.755217552185059,4.248996257781982
177,90.8020248413086,1.0,0.9006873369216919,12.84160041809082,4.279287338256836
178,87.46797943115234,0.9957237243652344,0.8920869827270508,12.578883171081543,4.192095756530762
179,90.0650863647461,0.9950293302536011,0.8952152132987976,12.650405883789062,4.216179370880127
180,89.67739868164062,0.9939236640930176,0.8993317484855652,12.758323669433594,4.252076625823975
181,90.76054382324219,0.9980158805847168,0.8997308611869812,12.767489433288574,4.253897666931152
182,90.76326751708984,1.0,0.8977574110031128,12.764750480651855,4.2541022300720215
183,89.71479797363281,0.9979166984558105,0.9013311266899109,12.783504486083984,4.259424209594727
184,89.55419921875,0.9935008883476257,0.8906172513961792,12.629119873046875,4.207835674285889
185,90.82527923583984,0.998263955116272,0.9015299677848816,12.870872497558594,4.288573265075684
186,90.35380554199219,1.0,0.9033591151237488,12.830099105834961,4.275035381317139
187,90.22480010986328,0.9946181178092957,0.8981735110282898,12.763389587402344,4.252498149871826
188,89.1518325805664,0.9821257591247559,0.893692672252655,12.57771110534668,4.1911420822143555
189,88.78638458251953,0.9905449151992798,0.8919817805290222,12.642123222351074,4.211554050445557
190,90.51270294189453,0.9975490570068359,0.8996710181236267,12.790937423706055,4.261685371398926
191,89.15963745117188,0.9911789894104004,0.8973650336265564,12.689997673034668,4.228814601898193
192,89.31844329833984,0.9900450110435486,0.9010393619537354,12.751670837402344,4.250107765197754
193,88.65467834472656,0.9935808181762695,0.8994921445846558,12.740008354187012,4.245029926300049
194,89.0899658203125,0.9903759956359863,0.8912115097045898,12.668394088745117,4.220922946929932
195,88.71288299560547,0.9893752336502075,0.8988336324691772,12.758285522460938,4.251429557800293
196,91.00167846679688,0.9898897409439087,0.8976658582687378,12.762735366821289,4.252402305603027
197,89.47474670410156,0.9933441877365112,0.900770366191864,12.80188274383545,4.265977382659912
198,89.60619354248047,1.0,0.9003604650497437,12.828338623046875,4.273538112640381
199,89.7862548828125,1.0,0.8985481262207031,12.817451477050781,4.270069599151611
200,87.40480041503906,0.9820815324783325,0.8882297277450562,12.524398803710938,4.173511981964111
201,90.96563720703125,0.9976851940155029,0.9021839499473572,12.865927696228027,4.285374164581299
202,90.7889633178711,0.9979166984558105,0.9017631411552429,12.840120315551758,4.277143478393555
203,89.8425064086914,0.995202898979187,0.8977241516113281,12.701658248901367,4.2302165031433105
204,89.23294830322266,0.9933422803878784,0.8989114761352539,12.801706314086914,4.26418399810791
205,90.44581604003906,0.9981884360313416,0.9016765356063843,12.916563034057617,4.3023810386657715
206,88.63850402832031,0.9965278506278992,0.8960373401641846,12.787084579467773,4.2592926025390625
207,90.0821762084961,0.9979166984558105,0.8963533639907837,12.829402923583984,4.2732062339782715
208,89.51395416259766,0.9972223043441772,0.9003663063049316,12.844378471374512,4.278369903564453
209,91.08660125732422,0.9958333373069763,0.8984616994857788,12.848062515258789,4.280536651611328
210,91.14240264892578,0.9923941493034363,0.9006437063217163,12.81262493133545,4.268096923828125
211,88.02228546142578,0.9981061220169067,0.897124707698822,12.736242294311523,4.24233341217041
212,89.75404357910156,0.9931195974349976,0.8957632780075073,12.722640991210938,4.23952579498291
213,89.93158721923828,0.9953703880310059,0.8914419412612915,12.708732604980469,4.234475612640381
214,90.28077697753906,0.994940459728241,0.894939124584198,12.775405883789062,4.2561936378479
215,88.8393325805664,0.996180534362793,0.8863177299499512,12.608020782470703,4.200349807739258
216,89.87461853027344,0.9980158805847168,0.8967515826225281,12.811967849731445,4.267444610595703
217,88.73475646972656,0.9947916865348816,0.8947662711143494,12.694755554199219,4.230616569519043
218,88.82682037353516,0.9949833154678345,0.8929283618927002,12.689224243164062,4.2269392013549805
219,87.31981658935547,0.9889881014823914,0.8996604681015015,12.778221130371094,4.257386207580566
220,89.6721420288086,0.9972223043441772,0.893603503704071,12.754493713378906,4.248439311981201
